Date,Replicating_Portfolio
2021-06-04,125.75356703563881
2021-06-07,124.9735861499348
2021-06-08,124.0462559265586
2021-06-09,124.79270738376309
2021-06-10,125.05121982904673
2021-06-11,123.87992441900026
2021-06-14,123.51496150277336
2021-06-15,122.52294463022719
2021-06-16,122.7256402893212
2021-06-17,122.18021040185931
2021-06-18,119.59783895620399
2021-06-21,121.14623607518973
2021-06-22,120.97968255904767
2021-06-23,120.64015805395152
2021-06-24,121.34060080661676
2021-06-25,122.12757620118387
2021-06-28,122.08513535398382
2021-06-29,122.04956833942077
2021-06-30,122.73595960570917
2021-07-01,123.72864212796516
2021-07-02,125.33086518762
2021-07-06,124.21560366731798
2021-07-07,125.03414016894628
2021-07-08,124.28045953817903
2021-07-09,125.69128221301462
2021-07-12,126.029028630858
2021-07-13,125.40540574271945
2021-07-14,125.91290274637961
2021-07-15,124.87698360194733
2021-07-16,123.96045134164675
2021-07-19,122.22804513956886
2021-07-20,123.67252555988073
2021-07-21,124.91903401351748
2021-07-22,124.76547777789118
2021-07-23,125.68232413441528
2021-07-26,125.94478811143746
2021-07-27,126.32905918436832
2021-07-28,126.12346701751132
2021-07-29,126.405568360665
2021-07-30,126.1516753167785
2021-08-02,126.05720354335789
2021-08-03,127.57802753903887
2021-08-04,126.66239699333045
2021-08-05,127.25551463139327
2021-08-06,127.88552031734984
2021-08-09,128.1734118326606
2021-08-10,128.62470774828338
2021-08-11,129.05325522229376
2021-08-12,129.94778984078613
2021-08-13,130.12342034661904
2021-08-16,130.7562476347049
2021-08-17,131.2219532723613
2021-08-18,129.6774521945478
2021-08-19,130.14237634335203
2021-08-20,130.70878552206153
2021-08-23,130.71914843061998
2021-08-24,129.7207802984197
2021-08-25,129.7943851998521
2021-08-26,129.46809553618456
2021-08-27,129.5486987160663
2021-08-30,129.37982066943414
2021-08-31,128.98489295956753
2021-09-01,129.26715436767608
2021-09-02,130.07573021518903
2021-09-03,129.92514543330947
2021-09-07,128.38326617040767
2021-09-08,128.0004368838324
2021-09-09,126.06462055562329
2021-09-10,125.06851469094534
2021-09-13,124.97392934452151
2021-09-14,123.82396330555368
2021-09-15,124.39808459121666
2021-09-16,124.27398891374078
2021-09-17,123.9291018399053
2021-09-20,122.39299787503909
2021-09-21,122.7893887891406
2021-09-22,123.0984887770068
2021-09-23,124.7484886197511
2021-09-24,124.8798485989965
2021-09-27,125.08686274180725
2021-09-28,124.69549350357028
2021-09-29,125.32619264365343
2021-09-30,123.4635487982273
2021-10-01,123.64916012981362
2021-10-04,122.92941636940834
2021-10-05,123.71708245686764
2021-10-06,123.97536157862092
2021-10-07,124.98764307702147
2021-10-08,124.79275390997563
2021-10-11,123.64094553696147
2021-10-12,121.96749737863416
2021-10-13,121.83791902076803
2021-10-14,122.8726699600936
2021-10-15,124.20612786251475
2021-10-18,123.55049926966754
2021-10-19,126.03349677267062
2021-10-20,126.4800414257645
2021-10-21,125.98056679875053
2021-10-22,126.65257978753543
2021-10-25,126.66523069359442
2021-10-26,127.67503450796511
2021-10-27,125.80113541766224
2021-10-28,125.86883316474898
2021-10-29,125.78255350616958
2021-11-01,125.83917154567506
2021-11-02,127.38488862558881
2021-11-03,127.10936712362574
2021-11-04,126.36987108309165
2021-11-05,125.68035958241903
2021-11-08,125.59593220964777
2021-11-09,125.12045875516478
2021-11-10,126.04392531869225
2021-11-11,125.38282869392957
2021-11-12,126.28093535226554
2021-11-15,125.40409482817199
2021-11-16,124.67926160284799
2021-11-17,124.81714508530229
2021-11-18,124.02794171394258
2021-11-19,123.82978480485468
2021-11-22,123.41109668257589
2021-11-23,124.81170982327502
2021-11-24,124.27689504518492
2021-11-26,122.60877060672794
2021-11-29,122.7573808595887
2021-11-30,120.1397125340301
2021-12-01,121.11291841884949
2021-12-02,121.29508094551576
2021-12-03,121.91276511768488
2021-12-06,124.2722450768371
2021-12-07,125.02859905071423
2021-12-08,125.15965589165143
2021-12-09,125.96011798408092
2021-12-10,125.59567625775118
2021-12-13,126.8032688415331
2021-12-14,128.0759274637068
2021-12-15,128.28204732931044
2021-12-16,129.84619844183874
2021-12-17,126.4294658301898
2021-12-20,125.55074977399899
2021-12-21,125.72412375636777
2021-12-22,126.25192674373115
2021-12-23,126.54957680933042
2021-12-27,127.52435723113777
2021-12-28,128.0018652285309
2021-12-29,128.64211422083662
2021-12-30,129.04120952308583
