Date,Replicating_Portfolio
2024-11-04,146.04883835762152
2024-11-05,146.5201327695756
2024-11-06,152.3129817708964
2024-11-07,149.09484881134935
2024-11-08,148.4899453506621
2024-11-11,148.7833901873278
2024-11-12,147.42392039962948
2024-11-13,148.1597447322452
2024-11-14,147.515701470321
2024-11-15,149.5959710101146
2024-11-18,149.98620948039704
2024-11-19,148.47565602713624
2024-11-20,147.99240179640307
2024-11-21,150.35510588555252
2024-11-22,151.05930285670314
2024-11-25,151.83429226734896
2024-11-26,151.74635024583162
2024-11-27,152.2297758144478
2024-11-29,151.97996954131216
2024-12-02,151.03045399909334
2024-12-03,149.2319843991988
2024-12-04,147.76472241244213
2024-12-05,147.6906008504408
2024-12-06,148.01145080984523
2024-12-09,147.34188506807806
2024-12-10,146.89507442295167
2024-12-11,145.5055528803336
