Date,DJI
2021-06-25,122.99732362484613
2021-06-28,122.45948811071199
2021-06-29,122.49170531624169
2021-06-30,123.2426179238813
2021-07-01,123.7106184418585
2021-07-02,124.25649111521035
2021-07-06,123.51001501118007
2021-07-07,123.88299432518468
2021-07-08,122.95477883058771
2021-07-09,124.55585327509593
2021-07-12,125.00599372941835
2021-07-13,124.62239507884586
2021-07-14,124.78113915993404
2021-07-15,124.9732726935268
2021-07-16,123.90464724818848
2021-07-19,121.31205297140187
2021-07-20,123.27646622651787
2021-07-21,124.2980966672707
2021-07-22,124.38865221257169
2021-07-23,125.23949772973016
2021-07-26,125.53510819052146
2021-07-27,125.22866999084634
2021-07-28,124.7729200969954
2021-07-29,125.32158278957708
2021-07-30,124.78913289574527
2021-08-02,124.4415472914345
2021-08-03,125.43541141170624
2021-08-04,124.27906311418343
2021-08-05,125.24913778486317
2021-08-06,125.76443906769595
2021-08-09,125.38345052291692
2021-08-10,125.96504350854325
2021-08-11,126.75194227063544
2021-08-12,126.8051030399763
2021-08-13,126.86056703785498
2021-08-16,127.25355548560759
2021-08-17,126.24583607003666
2021-08-18,124.87922946541782
2021-08-19,124.64144132854867
2021-08-20,125.44855773167733
2021-08-23,126.21879584573871
2021-08-24,126.32792253869435
2021-08-25,126.46808147681917
2021-08-26,125.78090648371895
2021-08-27,126.64775572367742
2021-08-30,126.4478633762307
2021-08-31,126.30816513349822
2021-09-01,126.13599824076996
2021-09-02,126.60496107999927
2021-09-03,126.33802412323651
2021-09-07,125.37683797411077
2021-09-08,125.13062178642029
2021-09-09,124.58878147555605
2021-09-10,123.61841418276757
2021-09-13,124.5539550583565
2021-09-14,123.51072519580819
2021-09-15,124.35664491164088
2021-09-16,124.1313582950205
2021-09-17,123.53683071094369
2021-09-20,121.342163933023
2021-09-21,121.1613182072592
2021-09-22,122.37036637516775
2021-09-23,124.17957903688949
2021-09-24,124.29809666727073
2021-09-27,124.55303336249932
2021-09-28,122.51920411554632
2021-09-29,122.84329220715237
2021-09-30,120.89013960073255
2021-10-01,122.61376415336578
2021-10-04,121.45808647577005
2021-10-05,122.57165478400442
2021-10-06,122.93712748012356
2021-10-07,124.14429221502213
2021-10-08,124.11324636869638
2021-10-11,123.21956508366094
2021-10-12,122.79907535325724
2021-10-13,122.79717812219917
2021-10-14,124.70729931639642
2021-10-15,126.07252492308542
2021-10-18,125.94338945969862
2021-10-19,126.65314090073886
2021-10-20,127.1961948793545
2021-10-21,127.1738281232895
2021-10-22,127.4379457329869
2021-10-25,127.66701334284988
2021-10-26,127.72320302039643
2021-10-27,126.77238393701326
2021-10-28,127.62890787393206
2021-10-29,127.94709344177818
2021-11-01,128.2838652838397
2021-11-02,128.77961802338226
2021-11-03,129.15449533076492
2021-11-04,129.03537815013644
2021-11-05,129.76305920864073
2021-11-08,130.13550919611689
2021-11-09,129.73459491107448
2021-11-10,128.8771784764305
2021-11-11,128.31026497083784
2021-11-12,128.94992954957135
2021-11-15,128.9039954518575
2021-11-16,129.09963182481735
2021-11-17,128.34534209243674
2021-11-18,128.1306601872471
2021-11-19,127.16990614290744
2021-11-22,127.23159214499587
2021-11-23,127.92652504100074
2021-11-24,127.89287072058548
2021-11-26,124.66008035678276
2021-11-29,125.50521807421602
2021-11-30,123.1754850096695
2021-12-01,121.52636996592179
2021-12-02,123.73296630915452
2021-12-03,123.51968004799436
2021-12-06,125.83058968910751
2021-12-07,127.58943197753035
2021-12-08,127.71559605296225
2021-12-09,127.71538659955648
2021-12-10,128.48799630307846
2021-12-13,127.34482008839865
2021-12-14,126.96344063341128
2021-12-15,128.33240553396735
2021-12-16,128.22599922448688
2021-12-17,126.32498923838877
2021-12-20,124.77731342885616
2021-12-21,126.77955311803156
2021-12-22,127.71252580693763
2021-12-23,128.41502171825712
2021-12-27,129.67172000969524
2021-12-28,130.01403107636824
2021-12-29,130.33700287708936
2021-12-30,130.01355652602086
2021-12-31,129.80003267301373
2022-01-03,130.6814491519074
2022-01-04,131.44796185886477
2022-01-05,130.04581689112777
2022-01-06,129.43629064937892
2022-01-07,129.4191142990088
2022-01-10,128.83763342742824
2022-01-11,129.4918372051548
2022-01-12,129.62864762602342
2022-01-13,128.99747957443068
2022-01-14,128.2766071880754
2022-01-18,126.33580312029511
2022-01-19,125.12196805186713
2022-01-20,124.00301452414075
2022-01-21,122.39554911629422
2022-01-24,122.74963657626539
2022-01-25,122.51113649158474
2022-01-26,122.04806175754089
2022-01-27,122.02195602853806
2022-01-28,124.03901410371287
2022-01-31,125.49063772496903
2022-02-01,126.46714435180746
2022-02-02,127.2675910542193
2022-02-03,125.41670035272443
2022-02-04,125.34018189248236
2022-02-07,125.34514922231774
2022-02-08,126.67268752162114
2022-02-09,127.7631355347874
2022-02-10,125.8825948908677
2022-02-11,124.08398639706118
2022-02-14,123.47000918721031
2022-02-15,124.97977522206685
2022-02-16,124.78485020619566
2022-02-17,122.56222203242916
2022-02-18,121.73047822534994
2022-02-22,120.00674217412215
2022-02-23,118.34631109131735
2022-02-24,118.67517107615379
2022-02-25,121.65750320906322
2022-02-28,121.064022348824
2022-03-01,118.9292140238333
2022-03-02,121.05955759001044
2022-03-03,120.71417679217274
2022-03-04,120.07172060888003
2022-03-07,117.22333787996706
2022-03-08,116.56345420200995
2022-03-09,118.89814069097986
2022-03-10,118.49743632916139
2022-03-11,117.67631075392674
2022-03-14,117.68005056650779
2022-03-15,119.82003466780272
2022-03-16,121.67304594786948
2022-03-17,123.1649231646755
2022-03-18,124.14424876452743
2022-03-21,123.42291559684352
2022-03-22,124.33188921159335
2022-03-23,122.72820513334938
2022-03-24,123.97640633238495
2022-03-25,124.52398101967354
2022-03-28,124.86207848112157
2022-03-29,126.0704850861345
2022-03-30,125.8369380024922
2022-03-31,123.87071069649981
2022-04-01,124.37049652613324
2022-04-04,124.74058813677944
2022-04-05,123.73793305010399
2022-04-06,123.22118050274823
2022-04-07,123.53215245974792
2022-04-08,124.02348291079508
2022-04-11,122.54809755027885
2022-04-12,122.23476708727206
2022-04-13,123.46435439028538
2022-04-14,123.05943573129115
2022-04-18,122.91820276611523
2022-04-19,124.70243956763488
2022-04-20,125.59397159009865
2022-04-21,124.27938126899227
2022-04-22,120.77396200947443
2022-04-25,121.62431835239896
2022-04-26,118.73357362617247
2022-04-27,118.95414419968385
2022-04-28,121.14899188179562
2022-04-29,117.79425206221438
2022-05-02,118.09533192814047
2022-05-03,118.33568761981235
2022-05-04,121.66574456746228
2022-05-05,117.86839859954546
2022-05-06,117.51620935040833
2022-05-09,115.18129968803649
2022-05-10,114.87782657001777
2022-05-11,113.71110507911428
2022-05-12,113.34030207945429
2022-05-13,115.00613284038023
2022-05-16,115.10171848578398
2022-05-17,116.6418531592852
2022-05-18,112.48220102182152
2022-05-19,111.63585570092569
2022-05-20,111.6671806506596
2022-05-23,113.87588371988649
2022-05-24,114.0486926817328
2022-05-25,114.73330130882778
2022-05-26,116.57969845114478
2022-05-27,118.63634809852076
2022-05-31,117.84036693473647
2022-06-01,117.20851592602993
2022-06-02,118.76251252412666
2022-06-03,117.51738099285618
2022-06-06,117.574825772436
2022-06-07,118.51911504797265
2022-06-08,117.55738484074574
2022-06-09,115.27806496037853
2022-06-10,112.13471443847594
2022-06-13,109.00547670730936
2022-06-14,108.46285520100452
2022-06-15,109.54766550852594
2022-06-16,106.89918199974282
2022-06-17,106.76240655251425
2022-06-21,109.05373320967621
2022-06-22,108.88542428028595
2022-06-23,109.57920663028375
2022-06-24,112.52009815871412
2022-06-27,112.2971346171232
2022-06-28,110.54232463454497
2022-06-29,110.83637182208162
2022-06-30,109.92951151584259
2022-07-01,111.07908509884544
2022-07-05,110.61672917221003
2022-07-06,110.8662662056121
2022-07-07,112.10528630214768
2022-07-08,111.93954468776083
2022-07-11,111.35262925894426
2022-07-12,110.66498628795256
2022-07-13,109.92007996837373
2022-07-14,109.41064579436448
2022-07-15,111.76133565614292
2022-07-18,110.99103430111755
2022-07-19,113.68589130025907
2022-07-20,113.85659364043781
2022-07-21,114.43547259209716
2022-07-22,113.94392666062961
2022-07-25,114.2680844885585
2022-07-26,113.45188496043527
2022-07-27,115.00945426545779
2022-07-28,116.19550100556418
2022-07-29,117.3224569269519
2022-08-01,117.1555367610022
2022-08-02,115.71878099807236
2022-08-03,117.20590806556312
2022-08-04,116.89986059801016
2022-08-05,117.17364806366123
2022-08-08,117.27748646435403
2022-08-09,117.06985009155245
2022-08-10,118.98122719321569
2022-08-11,119.07824356396253
2022-08-12,120.5941210977122
2022-08-15,121.13488732578348
2022-08-16,121.99062969295525
2022-08-17,121.37734976708006
2022-08-18,121.44421311094423
2022-08-19,120.40011836690803
2022-08-22,118.10286901272993
2022-08-23,117.55271320309822
2022-08-24,117.76574930218844
2022-08-25,118.91789725828706
2022-08-26,115.31597116066484
2022-08-29,114.65725948766193
2022-08-30,113.55665393386715
2022-08-31,112.55492739326516
2022-09-01,113.07640334003783
2022-09-02,111.86914007307456
2022-09-06,111.25069030191044
2022-09-07,112.80800084077636
2022-09-08,113.49825314250589
2022-09-09,114.84557685024052
2022-09-12,115.66580896789397
2022-09-13,111.106631683871
2022-09-14,111.21421718065547
2022-09-15,110.59530036297599
2022-09-16,110.09736338533686
2022-09-19,110.80197355115588
2022-09-20,109.68233628939096
2022-09-21,107.81614614697635
2022-09-22,107.43358750315366
2022-09-23,105.69663806539442
2022-09-26,104.51931177315112
2022-09-27,104.06988306059503
2022-09-28,106.03001198673299
2022-09-29,104.3935733901407
2022-09-30,102.60722260180415
2022-10-03,105.3411547363353
2022-10-04,108.28958117275359
2022-10-05,108.13794557949691
2022-10-06,106.89871592032537
2022-10-07,104.6478250917056
2022-10-10,104.3123857326074
2022-10-11,104.44207964639921
2022-10-12,104.34085020687769
2022-10-13,107.29799740919728
2022-10-14,105.85530410779306
2022-10-17,107.82343584304276
2022-10-18,109.03069804171095
2022-10-19,108.6735338877705
2022-10-20,108.351266402821
2022-10-21,111.02658154128635
2022-10-24,112.51631079595178
2022-10-25,113.72050369034133
2022-10-26,113.72896594785533
2022-10-27,114.42253868160381
2022-10-28,117.38200848968411
2022-10-31,116.9217521464394
2022-11-01,116.63688548854645
2022-11-02,114.83146089951818
2022-11-03,114.30812989802827
2022-11-04,115.74396530208416
2022-11-07,117.25770107598007
2022-11-08,118.45013211722521
2022-11-09,116.13945252246236
2022-11-10,120.4309543772937
2022-11-11,120.54700212283458
2022-11-14,119.79274037671544
2022-11-15,119.9935673571437
2022-11-16,119.85392456541243
2022-11-17,119.82710665494109
2022-11-18,120.53925843214824
2022-11-21,120.37705432160676
2022-11-22,121.79806470013283
2022-11-23,122.14082178427016
2022-11-25,122.68723793381871
2022-11-28,120.90992247276695
2022-11-29,120.92088950008242
2022-11-30,123.5542975827737
2022-12-01,122.85862523529049
2022-12-02,122.98316990726393
2022-12-05,121.25869468490055
2022-12-06,120.0057773237938
2022-12-07,120.01142852890455
2022-12-08,120.66709778897541
2022-12-09,119.57757165803196
2022-12-12,121.46564747698689
2022-12-13,121.83571099085299
2022-12-14,121.32745572739341
2022-12-15,118.59798137692084
2022-12-16,117.5915449255326
2022-12-19,117.00958985226174
2022-12-20,117.33892428935172
2022-12-21,119.22044233042476
2022-12-22,117.97384601851009
2022-12-23,118.60409288836291
2022-12-27,118.73850235910884
2022-12-28,117.43169859156639
2022-12-29,118.66435551393455
2022-12-30,118.4016331661848
2023-01-03,118.36277420817339
2023-01-04,118.83927215401437
2023-01-05,117.62589843289084
2023-01-06,120.12818920463783
2023-01-09,119.72469347558878
2023-01-10,120.39070224187293
2023-01-11,121.35124673391299
2023-01-12,122.12621461551086
2023-01-13,122.52856616560538
2023-01-17,121.12921107795894
2023-01-18,118.9363999440291
2023-01-19,118.03482121642021
2023-01-20,119.21689915153061
2023-01-23,120.12443525738092
2023-01-24,120.49735903735554
2023-01-25,120.53264582981599
2023-01-26,121.26694055649558
2023-01-27,121.36934276742973
2023-01-30,120.4370953082191
2023-01-31,121.7549777318457
2023-02-01,121.77970259018043
2023-02-02,121.64032516591936
2023-02-03,121.18336187929911
2023-02-06,121.05837000157564
2023-02-07,122.0073472143169
2023-02-08,121.26551810362555
2023-02-09,120.37561823191497
2023-02-10,120.98068030987474
2023-02-13,122.32610690104657
2023-02-14,121.76651821552998
2023-02-15,121.90504426551942
2023-02-16,120.36480537579591
2023-02-17,120.82859197003647
2023-02-21,118.3385525614896
2023-02-22,118.03671923160536
2023-02-23,118.42542481234929
2023-02-24,117.22170614246072
2023-02-27,117.47948892289502
2023-02-28,116.64939196586882
2023-03-01,116.66775402522042
2023-03-02,117.88841199514879
2023-03-03,119.27219523196347
2023-03-06,119.4167631491531
2023-03-07,117.36293898391804
2023-03-08,117.15554027566836
2023-03-09,115.21402388760049
2023-03-10,113.98090632483287
2023-03-13,113.65764159300714
2023-03-14,114.8587584335063
2023-03-15,113.85563611051174
2023-03-16,115.18434627370415
2023-03-17,113.81066518660141
2023-03-20,115.17730757337306
2023-03-21,116.3061264340599
2023-03-22,114.41122056388075
2023-03-23,114.67962212691731
2023-03-24,115.15212220197463
2023-03-27,115.84705572237387
2023-03-28,115.71192717765175
2023-03-29,116.86692870178541
2023-03-30,117.37212064577078
2023-03-31,118.85491480843577
2023-04-03,120.0229549799918
2023-04-04,119.31295273239374
2023-04-05,119.59992638282125
2023-04-06,119.60910722552663
2023-04-10,119.9707011620657
2023-04-11,120.32171887811685
2023-04-12,120.1849511673381
2023-04-13,121.55370675123416
2023-04-14,121.04211658543302
2023-04-17,121.40185468599833
2023-04-18,121.36416768898758
2023-04-19,121.07977622433697
2023-04-20,120.68546230523754
2023-04-21,120.76526055898516
2023-04-24,121.00257495475134
2023-04-25,119.77177369049782
2023-04-26,118.9539419778106
2023-04-27,120.8266973925679
2023-04-28,121.79827906491535
2023-05-01,121.6323214958471
2023-05-02,120.32080082690419
2023-05-03,119.3553175432641
2023-05-04,118.3319423545683
2023-05-05,120.28453679069305
2023-05-08,120.08562211664818
2023-05-09,119.88243760951326
2023-05-10,119.77356189642794
2023-05-11,118.98123552190188
2023-05-12,118.94947772014052
2023-05-15,119.12086333871027
2023-05-16,117.91902805395554
2023-05-17,119.37864662616848
2023-05-18,119.78992767619263
2023-05-19,119.39957673128329
2023-05-22,118.89931659940616
2023-05-23,118.07395034222853
2023-05-24,117.1609857917332
2023-05-25,117.03499656224017
2023-05-26,118.20907231825265
2023-05-30,118.02847701528177
2023-05-31,117.54800296025053
2023-06-01,118.09559173815649
2023-06-02,120.60024019865698
2023-06-05,119.88619118739676
2023-06-06,119.92341803178489
2023-06-07,120.25110594460276
2023-06-08,120.85330756940672
2023-06-09,121.0075168008243
2023-06-12,121.68457623199976
2023-06-13,122.20534749742329
2023-06-14,121.37381288264052
2023-06-15,122.90523435070216
2023-06-16,122.51611054469892
2023-06-20,121.6400794527107
2023-06-21,121.2744811692946
2023-06-22,121.25730506822198
2023-06-23,120.47403421141887
2023-06-26,120.428602383722
2023-06-27,121.18596129029
2023-06-28,120.92135504640315
2023-06-29,121.88494134335166
2023-06-30,122.9035997219556
2023-07-03,122.94241757853467
2023-07-05,122.47867289213335
2023-07-06,121.16997064592405
2023-07-07,120.5006414301217
2023-07-10,121.2490428769507
2023-07-11,122.381447513534
2023-07-12,122.68866602157973
2023-07-13,122.85908841318071
2023-07-14,123.26590435136879
2023-07-17,123.53851947096217
2023-07-18,124.84793240901978
2023-07-19,125.2382841648769
2023-07-20,125.82397872359685
2023-07-21,125.8329502931125
2023-07-24,126.48857729005093
2023-07-25,126.58442109141569
2023-07-26,126.87750532285027
2023-07-27,126.02950623290653
2023-07-28,126.66021340958939
2023-07-31,127.01827782539164
2023-08-01,127.27241967822233
2023-08-02,126.02879542849583
2023-08-03,125.7907982831453
2023-08-04,125.25403762697363
2023-08-07,126.70965093689328
2023-08-08,126.14298763007174
2023-08-09,125.46027768337106
2023-08-10,125.64883925047184
2023-08-11,126.0247915572669
2023-08-14,126.11848673445114
2023-08-15,124.82814682816206
2023-08-16,124.18285866287916
2023-08-17,123.14373076814343
2023-08-18,123.2360024377124
2023-08-21,123.10395068678882
2023-08-22,122.47934040271956
2023-08-23,123.1371304410646
2023-08-24,121.802783248557
2023-08-25,122.68676681572963
2023-08-28,123.44789398527185
2023-08-29,124.49338425615608
2023-08-30,124.62757075438564
2023-08-31,124.02630447712654
2023-09-01,124.43994325022801
2023-09-05,123.74075430713978
2023-09-06,123.03072316213255
2023-09-07,123.23625260705128
2023-09-08,123.50722124623816
2023-09-11,123.81844457017698
2023-09-12,123.75511154230159
2023-09-13,123.50343951302224
2023-09-14,124.68783277940022
2023-09-15,123.65598876437822
2023-09-18,123.67764406054488
2023-09-19,123.29697620541207
2023-09-20,123.02246315667094
2023-09-21,121.69919507820595
2023-09-22,121.31848510696486
2023-09-25,121.47222016099423
2023-09-26,120.08628859370043
2023-09-27,119.8412171274875
2023-09-28,120.25581867779013
2023-09-29,119.68844393273078
2023-10-02,119.42358681794981
2023-10-03,117.8841574791331
2023-10-04,118.33841410546411
2023-10-05,118.3027641122353
2023-10-06,119.33152523885437
2023-10-09,120.03545842244256
2023-10-10,120.51643527913585
2023-10-11,120.75065126149698
2023-10-12,120.13008724502174
2023-10-13,120.26992551267074
2023-10-16,121.39242334227308
2023-10-17,121.43924978738062
2023-10-18,120.25131157416973
2023-10-19,119.35507644576617
2023-10-20,118.3303058351221
2023-10-23,117.64851653870444
2023-10-24,118.38066254222022
2023-10-25,118.00399926741662
2023-10-26,117.10518359124156
2023-10-27,115.79529639786577
2023-10-30,117.62190863008342
2023-10-31,118.06451424918848
2023-11-01,118.85644923529068
2023-11-02,120.87283783328202
2023-11-03,121.66668504730274
2023-11-06,121.79005795854393
2023-11-07,121.99274014910432
2023-11-08,121.84867500017548
2023-11-09,121.06166525525528
2023-11-10,122.45888561151266
2023-11-13,122.65452161037742
2023-11-14,124.40418310529623
2023-11-15,124.98824538844202
2023-11-16,124.82485515333111
2023-11-17,124.83132998649127
2023-11-20,125.55915046571434
2023-11-21,125.33500795656462
2023-11-22,125.99490454164662
2023-11-24,126.41324542634636
2023-11-27,126.21078625510135
2023-11-28,126.50908907580659
2023-11-29,126.55710205834345
2023-11-30,128.41621084686392
2023-12-01,129.46855278175192
2023-12-04,129.32189237032836
2023-12-05,129.03655237742038
2023-12-06,128.7860520138185
2023-12-07,129.01090633082111
2023-12-08,129.4770228915292
2023-12-11,130.0380351822761
2023-12-12,130.65603146862244
2023-12-13,132.48595051935314
2023-12-14,133.0507289249893
2023-12-15,133.25364882699745
2023-12-18,133.25671902643498
2023-12-19,134.15651168050726
2023-12-20,132.45652335890048
2023-12-21,133.60795944179804
2023-12-22,133.5422965816923
2023-12-26,134.11152715483678
2023-12-27,134.50870202075768
2023-12-28,134.7000959834521
2023-12-29,134.62664654268497
2024-01-02,134.71773207445156
2024-01-03,133.70025962963408
2024-01-04,133.7365093462629
2024-01-05,133.82855841506804
2024-01-08,134.60333122666842
2024-01-09,134.03948704584985
2024-01-10,134.6487621319497
2024-01-11,134.7033746236892
2024-01-12,134.28174080058758
2024-01-16,133.45354182835732
2024-01-17,133.11617004828673
2024-01-18,133.83748909273982
2024-01-19,135.24910847030634
2024-01-22,135.7420706904658
2024-01-23,135.3978763366971
2024-01-24,135.04403980099096
2024-01-25,135.91109870371275
2024-01-26,136.1264925827303
2024-01-29,136.92668765460957
2024-01-30,137.40483192081805
2024-01-31,136.2724834379557
2024-02-01,137.59247355311388
2024-02-02,138.07319954146988
2024-02-05,137.0934000853209
2024-02-06,137.59790168326475
2024-02-07,138.15513162437426
2024-02-08,138.33004718456024
2024-02-09,138.13488509198552
2024-02-12,138.58384007574335
2024-02-13,136.70987040502274
2024-02-14,137.25109602776374
2024-02-15,138.49718991346467
2024-02-16,137.9787773467175
2024-02-20,137.7494996867192
2024-02-21,137.92251831429894
2024-02-22,139.55445674076876
2024-02-23,139.77742638582149
2024-02-26,139.55488796470632
2024-02-27,139.20904663577653
2024-02-28,139.12549617522504
2024-02-29,139.2947046393365
2024-03-01,139.6197137019212
2024-03-04,139.2712633131886
2024-03-05,137.82590572166484
2024-03-06,138.09687422098517
2024-03-07,138.56230720587362
2024-03-08,138.3170544534414
2024-03-11,138.48482682115593
2024-03-12,139.32720309850762
2024-03-13,139.46233934888664
2024-03-14,138.97061890282802
2024-03-15,138.28875906184652
2024-03-18,138.55901639015605
2024-03-19,139.70323964217008
2024-03-20,141.13691900605914
2024-03-21,142.0986487611883
2024-03-22,141.00750360065177
2024-03-25,140.42792052908027
2024-03-26,140.31607212832319
2024-03-27,142.02258950752065
2024-03-28,142.19151924851923
2024-04-01,141.33238632179922
2024-04-02,139.91568707133484
2024-04-03,139.76174284074847
2024-04-04,137.86801658950077
2024-04-05,138.96482672814193
2024-04-08,138.92468419912012
2024-04-09,138.89207545710522
2024-04-10,137.38412382515224
2024-04-11,137.37543043285842
2024-04-12,135.67573482303015
2024-04-15,134.78942097547204
2024-04-16,135.01752650680388
2024-04-17,134.85442941010197
2024-04-18,134.93326406976993
2024-04-19,135.6870235137704
2024-04-22,136.59281623800436
2024-04-23,137.5347889964567
2024-04-24,137.382016368857
2024-04-25,136.0420876653296
2024-04-26,136.59167159500032
2024-04-29,137.11471702430205
2024-04-30,135.07808329198414
2024-05-01,135.39015752379402
2024-05-02,136.54166361321583
2024-05-03,138.149128914315
2024-05-06,138.77990570133812
2024-05-07,138.89418107692973
2024-05-08,139.50902381121892
2024-05-09,140.6926784252944
2024-05-10,141.13945667067642
2024-05-13,140.84895372300133
2024-05-14,141.30115955461014
2024-05-15,142.55096515648984
2024-05-16,142.41301125664558
2024-05-17,142.89241093289485
2024-05-20,142.18937075089536
2024-05-21,142.42590306589898
2024-05-22,141.70454287441973
2024-05-23,139.54071269916082
2024-05-24,139.5561732711433
2024-05-28,138.7820137841166
2024-05-29,137.3127822932682
2024-05-30,136.13381638503978
